MT-TF	ENSG00000210049
SPDYC	ENSG00000204710
TRIM60P3Y	ENSG00000227830
EPHX2	ENSG00000120915
CYP2A7	ENSG00000198077
SMILR	ENSG00000255364
HSPB7	ENSG00000173641
DKK1	ENSG00000107984
AKR7L	ENSG00000211454
RSU1P3	ENSG00000213659
CSTF2T	ENSG00000177613
PRKG1-AS1	ENSG00000236671
SIGLEC22P	ENSG00000268849
PPIAP56	ENSG00000267663
PLAGL2	ENSG00000126003
PGAM1P8	ENSG00000255200
RAP2A	ENSG00000125249
UGT2B26P	ENSG00000250919
CYP2F2P	ENSG00000237118
ZNF812P	ENSG00000224689
RAB4B-EGLN2	ENSG00000171570
ALYREF	ENSG00000183684
PDK2	ENSG00000005882
CIDEA	ENSG00000176194
TMEM230	ENSG00000089063
RAB4B	ENSG00000167578
FOXA3	ENSG00000170608
APOBEC3D	ENSG00000243811
GREB1	ENSG00000196208
UCK1	ENSG00000130717
NPB	ENSG00000183979
LINC02576	ENSG00000232613
ZNF415P1	ENSG00000266127
CLDN3	ENSG00000165215
RAB31	ENSG00000168461
SCGB1D5P	ENSG00000248287
NPAP1P3	ENSG00000237740
CTSLP1	ENSG00000236417
CAPN1	ENSG00000014216
APOBEC3C	ENSG00000244509
ZNF736P10Y	ENSG00000216824
TMEM8A	ENSG00000129925
CEP68	ENSG00000011523
SSC5D	ENSG00000179954
CLCN7	ENSG00000103249
TOB2P1	ENSG00000176933
CYP2T1P	ENSG00000233622
UBE2L4	ENSG00000267741
GRIK5	ENSG00000105737
CYP2A6	ENSG00000255974
ZNF846	ENSG00000196605
ZSCAN9	ENSG00000137185
RAB1A	ENSG00000138069
CACNB1	ENSG00000067191
CYP2B6	ENSG00000197408
CDC42P3	ENSG00000253971
ARHGAP18	ENSG00000146376
INTS9	ENSG00000104299
ABCC10	ENSG00000124574
NOL8P1	ENSG00000248327
BCL2L10	ENSG00000137875
CLDN4	ENSG00000189143
MRPL28	ENSG00000086504
CYP2B7P	ENSG00000256612
POMT1	ENSG00000130714
FHL3	ENSG00000183386
DNAH9	ENSG00000007174
APOBEC3F	ENSG00000128394
TENT4A	ENSG00000112941
LINC01179	ENSG00000249500
HNRNPA1P63	ENSG00000227453
LINC02022	ENSG00000232746
ZKSCAN4	ENSG00000187626
AK7	ENSG00000140057
COL20A1	ENSG00000101203
NKAPL	ENSG00000189134
FOXD4L4	ENSG00000184659
FOXP1-IT1	ENSG00000242094
IGKV1OR-3	ENSG00000204776
ZNF554	ENSG00000172006
EIF4E3	ENSG00000163412
ZNF574	ENSG00000105732
NEFM	ENSG00000104722
PSMA6P4	ENSG00000271625
SAMD14	ENSG00000167100
RPL7AP61	ENSG00000233291
PEBP1P1	ENSG00000259059
RPL23AP10	ENSG00000240051
CD33	ENSG00000105383
OR13J1	ENSG00000168828
NDUFA5P4	ENSG00000233659
MIA	ENSG00000261857
DLK2	ENSG00000171462
IZUMO1	ENSG00000182264
PGBD1	ENSG00000137338
HRCT1	ENSG00000196196
CASP3	ENSG00000164305
PHBP8	ENSG00000240471
NR1I2	ENSG00000144852
TUSC2P2	ENSG00000285445
MCF2L2	ENSG00000053524
IRF2BP1	ENSG00000170604
TYK2	ENSG00000105397
ST13P18	ENSG00000234322
RPL7P55	ENSG00000228301
ZNF358	ENSG00000198816
MYPOP	ENSG00000176182
NAP1L3	ENSG00000186310
TEX45	ENSG00000198723
ZSCAN26	ENSG00000197062
IGLV3-29	ENSG00000253338
IGLV2-28	ENSG00000253451
APOBEC3G	ENSG00000239713
NANOS2	ENSG00000188425
IGLV3-27	ENSG00000211658
CYP2A7P1	ENSG00000213908
LINC02472	ENSG00000248338
TCN1	ENSG00000134827
C2orf92	ENSG00000228486
MED13	ENSG00000108510
BRCA2	ENSG00000139618
PEX11G	ENSG00000104883
TFDP2	ENSG00000114126
SLC25A20	ENSG00000178537
GPR27	ENSG00000170837
GC	ENSG00000145321
COX5A	ENSG00000178741
EEF1A1P21	ENSG00000249542
BMS1P13	ENSG00000231701
TTTY19	ENSG00000232419
TTTY18	ENSG00000233699
FOXP1	ENSG00000114861
C10orf67	ENSG00000179133
RPL21P107	ENSG00000225239
RPL10P15	ENSG00000267119
FBXL12	ENSG00000127452
KRT18P41	ENSG00000253219
TPT1	ENSG00000133112
NOVA2	ENSG00000104967
HPRT1P3	ENSG00000256752
UPK1B	ENSG00000114638
LINC02038	ENSG00000229155
CYCSP32	ENSG00000223625
ITIH3	ENSG00000162267
TPTE2	ENSG00000132958
HSBP1L1	ENSG00000226742
NDOR1	ENSG00000188566
FAM133A	ENSG00000179083
ASB9	ENSG00000102048
LINC01549	ENSG00000232560
MAATS1	ENSG00000183833
IFIT1P1	ENSG00000215515
IGLV3-26	ENSG00000253913
TXNL4A	ENSG00000141759
LINC00567	ENSG00000259831
RPL39P40	ENSG00000226580
IGLVVI-25-1	ENSG00000253779
IFNNP1	ENSG00000230208
LINC00346	ENSG00000255874
IGLV3-25	ENSG00000211659
IFNB1	ENSG00000171855
GRM1	ENSG00000152822
TWF1	ENSG00000151239
AQP7P3	ENSG00000279688
IFNWP4	ENSG00000225027
GABBR2	ENSG00000136928
EEF1B2P5	ENSG00000225121
METTL27	ENSG00000165171
GRM2	ENSG00000164082
POFUT1	ENSG00000101346
FBXL2	ENSG00000153558
SMIM34A	ENSG00000243627
DSC1	ENSG00000134765
INTS9-AS1	ENSG00000254034
RCC2P7	ENSG00000220666
MTND1P14	ENSG00000227225
NMTRQ-TTG12-1	ENSG00000242752
MTND2P12	ENSG00000228725
PHBP16	ENSG00000227593
MTCO1P39	ENSG00000224254
KCNE1	ENSG00000180509
HEPHL1	ENSG00000181333
SIGIRR	ENSG00000185187
TEX55	ENSG00000163424
IFNW1	ENSG00000177047
MYO5C	ENSG00000128833
IFNA21	ENSG00000137080
AKR7A3	ENSG00000162482
UBALD2	ENSG00000185262
TTC12	ENSG00000149292
IFNWP15	ENSG00000232281
LINC01187	ENSG00000249601
B3GNT5	ENSG00000176597
DPPA2P3	ENSG00000224403
GPR162	ENSG00000250510
LINC02026	ENSG00000214146
LINC02028	ENSG00000230102
PTP4A1	ENSG00000112245
ACADSB	ENSG00000196177
NLGN4Y-AS1	ENSG00000228787
AGKP1	ENSG00000226555
IGLV3-24	ENSG00000253822
SLC25A30-AS1	ENSG00000251015
NLGN4Y	ENSG00000165246
DSC2	ENSG00000134755
TPT1-AS1	ENSG00000170919
C5orf58	ENSG00000234511
MAFK	ENSG00000198517
UGT2B7	ENSG00000171234
SCAMP5	ENSG00000198794
FAM245A	ENSG00000228055
RPL7P21	ENSG00000231579
MATK	ENSG00000007264
RPL7AP34	ENSG00000213312
SBK2	ENSG00000187550
ARL6IP5	ENSG00000144746
PPP1R35	ENSG00000160813
TMEM184A	ENSG00000164855
ZNF18	ENSG00000154957
TTTY11	ENSG00000180910
CALCA	ENSG00000110680
LCP2	ENSG00000043462
MINPP1	ENSG00000107789
CHGB	ENSG00000089199
SLC25A31	ENSG00000151475
PAICSP7	ENSG00000232293
P3H3	ENSG00000110811
CCNB1IP1P3	ENSG00000231001
CALM1P1	ENSG00000223467
HNRNPDLP3	ENSG00000236185
USF2	ENSG00000105698
HNRNPDLP1	ENSG00000226307
RPS7P13	ENSG00000235425
SEPT7P7	ENSG00000229897
TULP2	ENSG00000104804
PANX1	ENSG00000110218
SLC25A30	ENSG00000174032
TSC22D4	ENSG00000166925
NOP53-AS1	ENSG00000269656
NOP53	ENSG00000105373
SH3GL1P1	ENSG00000266777
LINC01714	ENSG00000227634
FUNDC2P3	ENSG00000187103
UTP11	ENSG00000183520
LRRC37B	ENSG00000185158
LINC01151	ENSG00000253819
SLC45A1	ENSG00000162426
ARHGAP1	ENSG00000175220
NEDD4	ENSG00000069869
C7orf61	ENSG00000185955
SBK3	ENSG00000231274
MORF4L1	ENSG00000185787
EDF1	ENSG00000107223
LARGE1	ENSG00000133424
SLC47A1P2	ENSG00000231625
HPS1	ENSG00000107521
CALCB	ENSG00000175868
VSTM2L	ENSG00000132821
SLC25A16	ENSG00000122912
ZNF579	ENSG00000218891
RBM22P5	ENSG00000231137
PCSK5	ENSG00000099139
INHCAP	ENSG00000242337
CALCP	ENSG00000253179
PAPOLA	ENSG00000090060
OR7E41P	ENSG00000250640
CERNA1	ENSG00000259577
GNB5	ENSG00000069966
SRPRB	ENSG00000144867
DNM1P35	ENSG00000246877
ODF3L1	ENSG00000182950
RPS26P38	ENSG00000234192
PAPSS2	ENSG00000198682
RPL26P27	ENSG00000226493
PDLIM7	ENSG00000196923
NOX3	ENSG00000074771
PPIAP47	ENSG00000260815
RCN1P2	ENSG00000214455
CDK5P1	ENSG00000235165
RPS3AP17	ENSG00000244031
DSCAS	ENSG00000265888
OOSP3	ENSG00000285231
MRPS21P9	ENSG00000262759
SRD5A3P1	ENSG00000270929
ACSF2	ENSG00000167107
PI15	ENSG00000137558
ZNF555	ENSG00000186300
DDO	ENSG00000203797
KANK1P1	ENSG00000215589
TOPBP1	ENSG00000163781
HRH2	ENSG00000113749
MRPS31P2	ENSG00000232894
LINC00350	ENSG00000225316
ESRRAP1	ENSG00000215572
CASC4P1	ENSG00000238132
MTCYBP43	ENSG00000250624
RPS29P28	ENSG00000232069
PCDH7	ENSG00000169851
BRDTP1	ENSG00000271209
MIR2052HG	ENSG00000254349
TMEM117	ENSG00000139173
KAT5	ENSG00000172977
OTUD1	ENSG00000165312
ZNF556	ENSG00000172000
POU3F1	ENSG00000185668
NMD3	ENSG00000169251
SPARC	ENSG00000113140
RNF208	ENSG00000212864
WNT11	ENSG00000085741
ITPA	ENSG00000125877
CYSRT1	ENSG00000197191
RPP25	ENSG00000178718
RNF224	ENSG00000233198
FSTL4	ENSG00000053108
RBFADN	ENSG00000261126
LINC02236	ENSG00000251365
MED13P1	ENSG00000236131
ACOT11	ENSG00000162390
GALNT1	ENSG00000141429
LARGE-IT1	ENSG00000232081
LARGE-AS1	ENSG00000224973
CYCSP46	ENSG00000227949
SLC34A3	ENSG00000198569
RAB6B	ENSG00000154917
ZNF75BP	ENSG00000258212
RBFA	ENSG00000101546
NYAP1	ENSG00000166924
LINC02196	ENSG00000250974
TTI1	ENSG00000101407
LINC02497	ENSG00000251182
LINC02501	ENSG00000249882
PUDPP1	ENSG00000234620
CCN2	ENSG00000118523
PIGPP4	ENSG00000265564
NBPF4	ENSG00000196427
IQCF6	ENSG00000214686
NAT1	ENSG00000171428
SLC25A6P4	ENSG00000266909
CLMAT3	ENSG00000249035
UBE2D4	ENSG00000078967
FAM151A	ENSG00000162391
ZHX2	ENSG00000178764
GAPDHP37	ENSG00000231907
PIK3R2	ENSG00000105647
MCHR1	ENSG00000128285
TF	ENSG00000091513
LINC02506	ENSG00000251129
ZAP70	ENSG00000115085
CPLX2	ENSG00000145920
ZNF524	ENSG00000171443
FIZ1	ENSG00000179943
ZNF408	ENSG00000175213
IQSEC1	ENSG00000144711
TLL1	ENSG00000038295
NATP	ENSG00000253937
MTND4LP26	ENSG00000254015
TXNDC2	ENSG00000168454
CXADR	ENSG00000154639
IFI30	ENSG00000216490
PTAR1	ENSG00000188647
MYH7	ENSG00000092054
OSBPL1A	ENSG00000141447
STK31	ENSG00000196335
C9orf135-DT	ENSG00000225626
UBP1	ENSG00000153560
LMOD3	ENSG00000163380
AKR7A2	ENSG00000053371
STSP1	ENSG00000227166
RASA4CP	ENSG00000228903
HYAL1	ENSG00000114378
B3GALNT1	ENSG00000169255
MPHOSPH8	ENSG00000196199
LINC00957	ENSG00000235314
DOK3	ENSG00000146094
TBC1D31	ENSG00000156787
FAM166A	ENSG00000188163
PGLYRP1	ENSG00000008438
FGG	ENSG00000171557
IQCF3	ENSG00000229972
NDUFB5P2	ENSG00000214628
RPA4	ENSG00000204086
DIAPH2	ENSG00000147202
SPDYE1	ENSG00000136206
CCDC61	ENSG00000104983
TUBB4B	ENSG00000188229
COL6A2	ENSG00000142173
NAT2	ENSG00000156006
IQCF5	ENSG00000214681
MRAP2	ENSG00000135324
IQCF5-AS1	ENSG00000235455
LINC02353	ENSG00000251329
IQCF1	ENSG00000173389
ASB11	ENSG00000165192
VAPA	ENSG00000101558
DNASE1L3	ENSG00000163687
MS4A3	ENSG00000149516
POLRMTP1	ENSG00000266066
IQCF2	ENSG00000184345
RPL35AP22	ENSG00000235133
TCF15	ENSG00000125878
RPL9P18	ENSG00000213309
MRPL50P4	ENSG00000235469
TLR4	ENSG00000136869
MSLNL	ENSG00000162006
TBC1D3P2	ENSG00000188755
PSMD7P1	ENSG00000266707
SLC16A9	ENSG00000165449
RAB32	ENSG00000118508
NMB	ENSG00000197696
RCAN1	ENSG00000159200
SURF6P1	ENSG00000228518
IGFL4	ENSG00000204869
LINC02123	ENSG00000250668
ELOCP35	ENSG00000271595
CEP70	ENSG00000114107
ATG4C	ENSG00000125703
SCRT2	ENSG00000215397
TXNDC12-AS1	ENSG00000228369
TXNDC12	ENSG00000117862
SRXN1	ENSG00000271303
RNASEH2C	ENSG00000172922
KRT18P62	ENSG00000233471
CLTCL1	ENSG00000070371
STPG3	ENSG00000197768
HSPA4L	ENSG00000164070
BHLHA9	ENSG00000205899
LINC01634	ENSG00000235295
IGFL1P1	ENSG00000268879
BTF3L4P1	ENSG00000232260
IGFL3	ENSG00000188624
LINC01985	ENSG00000227260
RPL21P111	ENSG00000237109
LINC00331	ENSG00000225427
TGIF1P1	ENSG00000259339
RPL31P53	ENSG00000225352
LINC01643	ENSG00000236052
CHAD	ENSG00000136457
IGFL2	ENSG00000204866
DIAPH2-AS1	ENSG00000236256
SPAAR	ENSG00000235387
SLC25A24P1	ENSG00000241361
IFNA4	ENSG00000236637
ARL4AP2	ENSG00000248780
ARL2BPP10	ENSG00000225225
TMEM270	ENSG00000175877
IFNWP9	ENSG00000226597
NSUN7	ENSG00000179299
TUBA8	ENSG00000183785
PGAM1P2	ENSG00000225639
ZSCAN31	ENSG00000235109
OR2S2	ENSG00000278889
KTI12	ENSG00000198841
YBX1P10	ENSG00000213866
OR13C6P	ENSG00000179443
OR2S1P	ENSG00000228307
CEP89	ENSG00000121289
OR13C7	ENSG00000243641
AGFG2	ENSG00000106351
LINC01491	ENSG00000259572
PLXDC2	ENSG00000120594
EPHA7	ENSG00000135333
LRAT	ENSG00000121207
HSPD1P8	ENSG00000215357
TRBV26OR9-2	ENSG00000231165
BTF3P6	ENSG00000233956
IGFL2-AS1	ENSG00000268621
OR2AM1P	ENSG00000236110
DIPK2B	ENSG00000147113
HES7	ENSG00000179111
ATP8B5P	ENSG00000179766
PEX26	ENSG00000215193
SNHG6	ENSG00000245910
PITPNC1	ENSG00000154217
NDUFB2P1	ENSG00000249074
FUT1	ENSG00000174951
IL27	ENSG00000197272
RASGRP2	ENSG00000068831
LINC01251	ENSG00000233776
CABYR	ENSG00000154040
SCN11A	ENSG00000168356
STPG3-AS1	ENSG00000275549
PCDH17	ENSG00000118946
HMX3	ENSG00000188620
TRIP11	ENSG00000100815
APBB2	ENSG00000163697
ZFAND6P1	ENSG00000244213
HMX2	ENSG00000188816
SYCP2	ENSG00000196074
NBPF5P	ENSG00000243967
CCT5P2	ENSG00000230584
THOC3	ENSG00000051596
SLC25A24P2	ENSG00000238118
MCMDC2	ENSG00000178460
TRMT9B	ENSG00000250305
IZUMO1R	ENSG00000183560
DKK3	ENSG00000050165
RPL31P60	ENSG00000239988
SLC24A5	ENSG00000188467
ARIH2	ENSG00000177479
HMGN1P36	ENSG00000235734
HMHB1	ENSG00000158497
TMEM131	ENSG00000075568
ZKSCAN3	ENSG00000189298
ALPL	ENSG00000162551
ADAMTS7	ENSG00000136378
PQBP1	ENSG00000102103
GATD3A	ENSG00000160221
WDR93	ENSG00000140527
EYS	ENSG00000188107
SOX5P1	ENSG00000254376
RPL5P21	ENSG00000218689
B3GALNT2P1	ENSG00000218725
DCAF4L2	ENSG00000176566
LINC02338	ENSG00000277448
LINC00374	ENSG00000232954
TRAF2	ENSG00000127191
OR1X1P	ENSG00000272494
LINC01013	ENSG00000228495
MYEF2	ENSG00000104177
ANGPTL2	ENSG00000136859
NRBF2P1	ENSG00000267797
PHETA2	ENSG00000177096
DTX3L	ENSG00000163840
ACTR2	ENSG00000138071
IRS3P	ENSG00000184414
RPL21P116	ENSG00000243711
C18orf21	ENSG00000141428
NBPF6	ENSG00000186086
S1PR5	ENSG00000180739
GPBP1	ENSG00000062194
ELF5	ENSG00000135374
PCMTD1P3	ENSG00000234800
PARP9	ENSG00000138496
CDC6	ENSG00000094804
TPT1P7	ENSG00000231328
RALGPS1	ENSG00000136828
RGS6	ENSG00000182732
LINC02152	ENSG00000261319
LINC01343	ENSG00000237290
KLHL26	ENSG00000167487
KLF9	ENSG00000119138
LMNTD1	ENSG00000152936
LRRC37A7P	ENSG00000265158
FTOP1	ENSG00000226491
SLC25A52	ENSG00000141437
YAE1	ENSG00000241127
TRAIP	ENSG00000183763
DERL1	ENSG00000136986
CDC37	ENSG00000105401
ARID4A	ENSG00000032219
HMG20A	ENSG00000140382
FAM41AY1	ENSG00000224989
HSCB	ENSG00000100209
LINC02142	ENSG00000223597
CD47	ENSG00000196776
HIPK4	ENSG00000160396
PSPC1-AS2	ENSG00000226352
LINC01204	ENSG00000229563
LINC01819	ENSG00000231826
PSPC1	ENSG00000121390
UGT2B11	ENSG00000213759
FBXO24	ENSG00000106336
KRT8P14	ENSG00000214282
CKMT2-AS1	ENSG00000247572
OSBPL9P2	ENSG00000254677
PLD3	ENSG00000105223
LINC02590	ENSG00000233978
MIR222HG	ENSG00000270069
OSBPL9P3	ENSG00000255070
LINC02595	ENSG00000231566
PHF3	ENSG00000118482
VAX1	ENSG00000148704
BBS7	ENSG00000138686
RASGRF2-AS1	ENSG00000251450
TMPRSS2	ENSG00000184012
SELENOW	ENSG00000178980
CKMT2	ENSG00000131730
TRMT6	ENSG00000089195
PRPSAP2	ENSG00000141127
CHEK2	ENSG00000183765
RBM46	ENSG00000151962
MED28P4	ENSG00000224701
TUBB4BP1	ENSG00000255988
LINC02484	ENSG00000248685
EEF1A1P36	ENSG00000223912
LINC01678	ENSG00000225331
SEC63P2	ENSG00000250416
DCANP1	ENSG00000251380
KIF4A	ENSG00000090889
MS4A2	ENSG00000149534
LCN2	ENSG00000148346
TIFAB	ENSG00000255833
CTXN2	ENSG00000233932
NUPR1	ENSG00000176046
PCGF3	ENSG00000185619
NOTCH1	ENSG00000148400
SLC12A1	ENSG00000074803
MRLN	ENSG00000227877
TTC4	ENSG00000243725
XRN1	ENSG00000114127
MIR600HG	ENSG00000236901
STRBP	ENSG00000165209
HNRNPDP2	ENSG00000217811
SAP25	ENSG00000205307
ANKRD10-IT1	ENSG00000229152
GCNT1P4	ENSG00000219653
ANKRD10	ENSG00000088448
SCAT8	ENSG00000236345
HMGB1P19	ENSG00000253463
MROH7	ENSG00000184313
DNM1P49	ENSG00000261820
WSPAR	ENSG00000249073
CDY3P	ENSG00000232235
COX7A1	ENSG00000161281
GSTA8P	ENSG00000220377
LINC02580	ENSG00000230587
C5orf15	ENSG00000113583
USP9YP22	ENSG00000224408
TIMM17B	ENSG00000126768
PCOLCE-AS1	ENSG00000224729
RASGRF2	ENSG00000113319
RALA	ENSG00000006451
LINC01765	ENSG00000233730
NGF-AS1	ENSG00000228035
NGF	ENSG00000134259
PCOLCE	ENSG00000106333
TUBB1P2	ENSG00000228578
CRISPLD1	ENSG00000121005
LINC01215	ENSG00000271856
LINC01685	ENSG00000238063
SLC22A16	ENSG00000004809
AHSA2P	ENSG00000173209
ZFP36L2	ENSG00000152518
MARK2P11	ENSG00000253743
GXYLT1P4	ENSG00000275026
CHTF18	ENSG00000127586
ZNF865	ENSG00000261221
LRCH4	ENSG00000077454
KDM3B	ENSG00000120733
TMEM114	ENSG00000232258
CLEC19A	ENSG00000261210
FAM224B	ENSG00000230663
PDZD11	ENSG00000120509
USP9YP4	ENSG00000238154
DOCK4-AS1	ENSG00000225572
FOXO3B	ENSG00000240445
FAM136BP	ENSG00000232654
ZNF286B	ENSG00000249459
LINC01126	ENSG00000279873
THAP12	ENSG00000137492
DOCK4	ENSG00000128512
CEP162	ENSG00000135315
SERPINB8P1	ENSG00000217707
ELOCP4	ENSG00000232924
TBC1D28	ENSG00000189375
SKI	ENSG00000157933
ZNF565	ENSG00000196357
ZNF784	ENSG00000179922
FBN2	ENSG00000138829
MSL3	ENSG00000005302
CHMP4B	ENSG00000101421
ZNF146	ENSG00000167635
SLC45A4	ENSG00000022567
NEUROG1	ENSG00000181965
UBE2SP2	ENSG00000224126
RPRD1B	ENSG00000101413
FBXL18	ENSG00000155034
RPL6P29	ENSG00000236243
F2	ENSG00000180210
CDK5RAP3	ENSG00000108465
CHRNA2	ENSG00000120903
CXCL14	ENSG00000145824
EEF1A1P15	ENSG00000213704
ADCY2	ENSG00000078295
RBMY1A3P	ENSG00000197038
RBM43P1	ENSG00000239263
FAM102B	ENSG00000162636
SLC25A48	ENSG00000145832
TPM3P2	ENSG00000214200
FRMD4B	ENSG00000114541
PIGPP3	ENSG00000228958
ITPR1-DT	ENSG00000231249
LINC01884	ENSG00000233587
NDUFAF3	ENSG00000178057
TGM2	ENSG00000198959
MOXD1	ENSG00000079931
ABHD6	ENSG00000163686
EIF2S2	ENSG00000125977
C19orf47	ENSG00000160392
GNG13	ENSG00000127588
HMGB1P32	ENSG00000226837
RPUSD1	ENSG00000007376
LINC01959	ENSG00000251045
XRCC6P5	ENSG00000215070
B3GNT2P1	ENSG00000229946
USP34	ENSG00000115464
RPSAP8	ENSG00000230592
ARIH2OS	ENSG00000221883
ATOX1	ENSG00000177556
CTAGE16P	ENSG00000214335
IMPA1	ENSG00000133731
DNAJA1P1	ENSG00000223717
MROH7-TTC4	ENSG00000271723
PCDH19	ENSG00000165194
RALY	ENSG00000125970
WDR6	ENSG00000178252
LINC02527	ENSG00000227012
CLUHP1	ENSG00000238191
DSG4	ENSG00000175065
TAF9P1	ENSG00000226353
UBE2Q2	ENSG00000140367
CCDC106	ENSG00000173581
G3BP1	ENSG00000145907
NUP35P1	ENSG00000223928
TUBB6	ENSG00000176014
TRBV29OR9-2	ENSG00000223394
UBE2R2-AS1	ENSG00000235481
CDY5P	ENSG00000226449
UBE2R2	ENSG00000107341
KIAA1217	ENSG00000120549
SLC27A6	ENSG00000113396
SEC11A	ENSG00000140612
HAMP	ENSG00000105697
PRSS3	ENSG00000010438
MORN1	ENSG00000116151
TMEM14DP	ENSG00000214881
YIPF5	ENSG00000145817
SMPD5	ENSG00000204791
OPLAH	ENSG00000178814
RPS3AP37	ENSG00000227583
COX20P1	ENSG00000213025
TET1	ENSG00000138336
RPL23AP80	ENSG00000213035
NELL2	ENSG00000184613
CCDC6	ENSG00000108091
DSG1	ENSG00000134760
ZNF580	ENSG00000213015
UGT2B28	ENSG00000135226
NPFFR2	ENSG00000056291
PRR13P2	ENSG00000254884
TMEM41B	ENSG00000166471
GBP3	ENSG00000117226
ZNF581	ENSG00000171425
TMEM244	ENSG00000203756
LINC00362	ENSG00000229483
NALT1	ENSG00000237886
DSG1-AS1	ENSG00000266729
ANO9	ENSG00000185101
BBOF1	ENSG00000119636
C9orf135	ENSG00000204711
RHBDL2	ENSG00000158315
EGFL7	ENSG00000172889
TPRX1	ENSG00000178928
DALRD3	ENSG00000178149
LINC02596	ENSG00000233431
MESP1	ENSG00000166823
MMP16	ENSG00000156103
RALY-AS1	ENSG00000285230
HMGN2P39	ENSG00000214281
NOL11	ENSG00000130935
RRAGC	ENSG00000116954
PQLC2	ENSG00000040487
PARP2	ENSG00000129484
DHX15	ENSG00000109606
RPLP1P6	ENSG00000213433
RFK	ENSG00000135002
PTGR2	ENSG00000140043
ACTB	ENSG00000075624
GJA9	ENSG00000131233
RPL15	ENSG00000174748
ACTR3P3	ENSG00000242573
JTBP1	ENSG00000233603
SLC25A17	ENSG00000100372
RPS3AP2	ENSG00000219027
MYCBP	ENSG00000214114
RPSAP9	ENSG00000234618
MYL6BP1	ENSG00000228380
IMPG2	ENSG00000081148
PTX4	ENSG00000251692
PIKFYVE	ENSG00000115020
RRP9	ENSG00000114767
FBXW5	ENSG00000159069
PFKFB3	ENSG00000170525
ADAMTS3	ENSG00000156140
LDHAL6A	ENSG00000166800
ALDH3A2	ENSG00000072210
AFG3L2	ENSG00000141385
RBMY2WP	ENSG00000230727
TDGP1	ENSG00000255725
CRIP2	ENSG00000182809
YWHABP2	ENSG00000256464
TSG101	ENSG00000074319
INSC	ENSG00000188487
TTTY17A	ENSG00000228240
SGF29	ENSG00000176476
RECK	ENSG00000122707
ALDH6A1	ENSG00000119711
CRTC1	ENSG00000105662
QRICH2	ENSG00000129646
TUBE1	ENSG00000074935
EEF1E1-BLOC1S5	ENSG00000265818
TXNDC5	ENSG00000239264
GPR83	ENSG00000123901
NUCB1	ENSG00000104805
LINC01553	ENSG00000235931
PYGO1	ENSG00000171016
GSTA7P	ENSG00000237674
TPRX2P	ENSG00000259009
CRX	ENSG00000105392
PTDSS1	ENSG00000156471
BTF3L4	ENSG00000134717
UMOD	ENSG00000169344
PNPO	ENSG00000108439
UBL7	ENSG00000138629
SIGLECL1	ENSG00000179213
L3MBTL3	ENSG00000198945
LINC01595	ENSG00000259108
UGT2B25P	ENSG00000215110
BLOC1S5-TXNDC5	ENSG00000259040
RPL13AP19	ENSG00000228754
CUL4A	ENSG00000139842
SULT2A1	ENSG00000105398
WDFY4	ENSG00000128815
MTND4P22	ENSG00000232772
KIF3B	ENSG00000101350
MTCO3P5	ENSG00000225476
BMP6	ENSG00000153162
NR1D2	ENSG00000174738
MTND6P11	ENSG00000226839
TVP23B	ENSG00000171928
MTND3P9	ENSG00000227557
MTND5P24	ENSG00000224852
ARHGAP15	ENSG00000075884
EIF3D	ENSG00000100353
CTSH	ENSG00000103811
P4HTM	ENSG00000178467
PIP5K1P1	ENSG00000219294
BLOC1S5	ENSG00000188428
SMARCD2	ENSG00000108604
SRSF4	ENSG00000116350
CCN6	ENSG00000112761
LINC01626	ENSG00000223765
ZNF410	ENSG00000119725
KRT19P1	ENSG00000218014
EEF1E1	ENSG00000124802
CRCP	ENSG00000241258
FAM83H-AS1	ENSG00000282685
NTSR2	ENSG00000169006
LINGO1	ENSG00000169783
SMARCE1P2	ENSG00000226309
LINC01611	ENSG00000231776
PRYP1	ENSG00000224166
KLHL29	ENSG00000119771
FDPSP2	ENSG00000233980
PRSS22	ENSG00000005001
NKIRAS1	ENSG00000197885
SGCG	ENSG00000102683
NUCB1-AS1	ENSG00000235191
RPSAP67	ENSG00000266858
STAT3	ENSG00000168610
RPL17P41	ENSG00000213179
LRRC37A14P	ENSG00000215771
MTCYBP11	ENSG00000224288
EP300	ENSG00000100393
OR7C1	ENSG00000127530
MTND4LP12	ENSG00000236300
MTCO2P5	ENSG00000231766
TATDN2P3	ENSG00000235205
ZNF101P2	ENSG00000234473
SDAD1P4	ENSG00000236803
FBXO33	ENSG00000165355
OR7A5	ENSG00000188269
LINC01227	ENSG00000260737
CENPU	ENSG00000151725
CRLS1	ENSG00000088766
VSTM4	ENSG00000165633
LINGO1-AS1	ENSG00000259666
ELOCP20	ENSG00000229101
BTF3P1	ENSG00000254225
ANKRD13A	ENSG00000076513
PXDNL	ENSG00000147485
LINGO1-AS2	ENSG00000259281
AKR1B10	ENSG00000198074
ASL	ENSG00000126522
B4GALT2	ENSG00000117411
LINC01872	ENSG00000268318
FAM229B	ENSG00000203778
ZPBP2	ENSG00000186075
BSPH1	ENSG00000188334
IGLON5	ENSG00000142549
RASSF8	ENSG00000123094
PTP4A2	ENSG00000184007
PRR15L	ENSG00000167183
CNOT7P2	ENSG00000232185
UGT2B24P	ENSG00000249956
MRPL15P1	ENSG00000259441
LRRC18	ENSG00000165383
